image,filter,psnr,ssim
01139.jpg,gamma,17.3231,0.3238
01140.jpg,lee,17.1491,0.2367
01203.jpg,frost,19.5407,0.2955
01118.jpg,frost,18.3167,0.1659
01097.jpg,frost,19.2876,0.3837
01244.jpg,frost,18.9183,0.3236
01012.jpg,gamma,19.0278,0.3149
01013.jpg,lee,16.6484,0.1983
01223.jpg,frost,17.1291,0.4205
01056.jpg,frost,17.5131,0.2448
01034.jpg,gamma,19.4857,0.4113
01075.jpg,gamma,19.2176,0.4384
01035.jpg,lee,17.3486,0.3797
01076.jpg,lee,14.2284,0.1750
01181.jpg,gamma,21.5621,0.5064
01161.jpg,frost,15.3521,0.2000
01182.jpg,lee,16.6479,0.2447
01140.jpg,frost,19.2482,0.3018
01013.jpg,frost,19.6377,0.3081
01035.jpg,frost,19.8038,0.4563
01182.jpg,frost,18.7319,0.3114
01076.jpg,frost,16.5218,0.2605
01203.jpg,gamma,24.2168,0.4915
01204.jpg,lee,16.9478,0.2304
01118.jpg,gamma,23.6582,0.3439
01119.jpg,lee,17.4558,0.1908
01097.jpg,gamma,22.1525,0.5156
01098.jpg,lee,14.2725,0.0720
01244.jpg,gamma,23.2269,0.4895
01245.jpg,lee,14.6559,0.1445
01223.jpg,gamma,19.4724,0.4862
01224.jpg,lee,13.0613,0.0603
01056.jpg,gamma,21.2423,0.4119
01057.jpg,lee,15.5177,0.2778
01161.jpg,gamma,17.8122,0.3689
01162.jpg,lee,15.9787,0.3008
01140.jpg,gamma,23.3598,0.4762
01141.jpg,lee,16.5509,0.2626
01204.jpg,frost,18.8273,0.2829
01119.jpg,frost,20.1119,0.2759
01098.jpg,frost,17.0336,0.1323
01245.jpg,frost,16.6853,0.1961
01057.jpg,frost,17.4641,0.3431
01035.jpg,gamma,21.8334,0.4931
01036.jpg,lee,17.9239,0.2507
01224.jpg,frost,15.0999,0.1026
01013.jpg,gamma,23.6523,0.4807
01014.jpg,lee,19.2440,0.2594
01182.jpg,gamma,22.5131,0.4463
01183.jpg,lee,19.2005,0.2972
01162.jpg,frost,17.9579,0.3693
01076.jpg,gamma,19.2836,0.3710
01077.jpg,lee,16.9318,0.2925
01141.jpg,frost,18.6790,0.3206
01036.jpg,frost,20.8625,0.3514
01183.jpg,frost,21.5759,0.3500
01014.jpg,frost,22.3371,0.3755
01077.jpg,frost,19.1520,0.3637
01204.jpg,gamma,23.6241,0.5275
01205.jpg,lee,16.6734,0.2210
01119.jpg,gamma,25.2851,0.5467
01120.jpg,lee,16.0012,0.2819
01098.jpg,gamma,21.1398,0.3067
01099.jpg,lee,15.3576,0.2230
01245.jpg,gamma,21.4275,0.3031
01246.jpg,lee,17.5810,0.2935
01057.jpg,gamma,19.3254,0.4224
01058.jpg,lee,15.6581,0.2964
01224.jpg,gamma,18.5181,0.2452
01225.jpg,lee,15.7660,0.2502
01162.jpg,gamma,21.0196,0.4384
01163.jpg,lee,14.7666,0.1363
01205.jpg,frost,18.6472,0.2795
01141.jpg,gamma,22.3029,0.4575
01142.jpg,lee,14.9806,0.2570
01036.jpg,gamma,24.8491,0.5459
01037.jpg,lee,20.1045,0.3776
01058.jpg,frost,17.8415,0.3757
01120.jpg,frost,18.2331,0.3578
01099.jpg,frost,17.6329,0.3086
01163.jpg,frost,16.7901,0.1980
01246.jpg,frost,19.4253,0.3367
01183.jpg,gamma,26.0862,0.6108
01184.jpg,lee,14.0116,0.2425
01225.jpg,frost,17.6107,0.3159
01014.jpg,gamma,26.6000,0.5882
01015.jpg,lee,17.4453,0.2626
01142.jpg,frost,17.0830,0.3335
01077.jpg,gamma,21.9701,0.4996
01078.jpg,lee,16.7201,0.2281
01037.jpg,frost,22.7309,0.4842
01184.jpg,frost,15.7928,0.3062
01015.jpg,frost,20.3919,0.3567
01205.jpg,gamma,23.5819,0.4936
01206.jpg,lee,15.3715,0.2049
01078.jpg,frost,19.1743,0.2867
01058.jpg,gamma,20.6386,0.4417
01059.jpg,lee,16.8569,0.1794
01120.jpg,gamma,21.1350,0.4593
01121.jpg,lee,15.5026,0.2012
01099.jpg,gamma,20.3237,0.4183
01100.jpg,lee,17.6856,0.2819
01246.jpg,gamma,23.2066,0.5012
01247.jpg,lee,17.0501,0.2736
01163.jpg,gamma,20.6421,0.3636
01225.jpg,gamma,21.7463,0.4279
01164.jpg,lee,16.6919,0.1230
01226.jpg,lee,15.7419,0.1807
01206.jpg,frost,17.1452,0.2582
01142.jpg,gamma,20.2884,0.3790
01143.jpg,lee,14.8033,0.2213
01037.jpg,gamma,24.4445,0.5636
01038.jpg,lee,16.3374,0.3540
01059.jpg,frost,19.3535,0.2576
01184.jpg,gamma,17.9702,0.4195
01185.jpg,lee,14.4944,0.1201
01164.jpg,frost,18.9462,0.1823
01121.jpg,frost,17.5594,0.2629
01100.jpg,frost,20.1995,0.3652
01247.jpg,frost,18.8212,0.3161
01143.jpg,frost,16.7701,0.2891
01226.jpg,frost,17.6921,0.2370
01015.jpg,gamma,24.0871,0.4914
01016.jpg,lee,18.9273,0.3046
01078.jpg,gamma,22.8907,0.4595
01079.jpg,lee,16.2733,0.2593
01038.jpg,frost,18.3182,0.4268
01185.jpg,frost,16.6356,0.1792
01206.jpg,gamma,20.5994,0.3866
01016.jpg,frost,21.8769,0.4187
01207.jpg,lee,15.6454,0.1927
01079.jpg,frost,18.7426,0.3504
01059.jpg,gamma,23.6005,0.4469
01060.jpg,lee,15.2346,0.2151
01164.jpg,gamma,24.5392,0.4326
01165.jpg,lee,15.3087,0.1770
01121.jpg,gamma,21.2239,0.4178
01122.jpg,lee,15.7240,0.1982
01207.jpg,frost,17.5193,0.2502
01100.jpg,gamma,23.7438,0.5065
01101.jpg,lee,16.4550,0.2135
01247.jpg,gamma,22.8406,0.4697
01248.jpg,lee,14.7512,0.2900
01143.jpg,gamma,19.9537,0.4232
01144.jpg,lee,15.6170,0.1728
01226.jpg,gamma,22.4233,0.4294
01227.jpg,lee,17.5851,0.1454
01060.jpg,frost,17.7555,0.2884
01038.jpg,gamma,19.7136,0.4901
01039.jpg,lee,15.8764,0.2968
01122.jpg,frost,17.8949,0.2491
01185.jpg,gamma,20.4124,0.3738
01165.jpg,frost,17.5888,0.2549
01186.jpg,lee,14.9082,0.1138
01101.jpg,frost,18.9308,0.2877
01248.jpg,frost,16.1326,0.3356
01144.jpg,frost,17.9234,0.2477
01227.jpg,frost,19.4634,0.1926
01016.jpg,gamma,25.2069,0.5377
01017.jpg,lee,18.7793,0.2934
01079.jpg,gamma,22.2050,0.4320
01080.jpg,lee,16.9702,0.1553
01039.jpg,frost,18.2843,0.3987
01186.jpg,frost,17.3009,0.1786
01207.jpg,gamma,21.5489,0.4481
01208.jpg,lee,13.0543,0.0945
01017.jpg,frost,21.6908,0.4055
01080.jpg,frost,19.4122,0.2315
01060.jpg,gamma,21.5944,0.4424
01061.jpg,lee,18.0504,0.3765
01165.jpg,gamma,21.9081,0.3790
01166.jpg,lee,13.3623,0.1149
01122.jpg,gamma,22.3145,0.4205
01123.jpg,lee,14.8570,0.1524
01101.jpg,gamma,22.7776,0.4515
01208.jpg,frost,14.9535,0.1432
01102.jpg,lee,15.7156,0.1180
01248.jpg,gamma,18.2102,0.4928
01249.jpg,lee,15.7801,0.1957
01227.jpg,gamma,25.0789,0.4683
01228.jpg,lee,14.5198,0.2156
01144.jpg,gamma,22.5631,0.4355
01145.jpg,lee,15.2336,0.1886
01061.jpg,frost,20.3758,0.4347
01039.jpg,gamma,20.4786,0.4752
01040.jpg,lee,17.5844,0.3773
01166.jpg,frost,15.3712,0.1715
01186.jpg,gamma,22.1937,0.3572
01123.jpg,frost,17.2476,0.2292
01187.jpg,lee,16.6051,0.2049
01102.jpg,frost,18.4909,0.1959
01228.jpg,frost,16.4384,0.2859
01249.jpg,frost,17.6412,0.2612
01145.jpg,frost,17.3785,0.2641
01017.jpg,gamma,24.7359,0.5306
01018.jpg,lee,16.0376,0.1636
01080.jpg,gamma,23.6582,0.4446
01081.jpg,lee,16.1319,0.3113
01040.jpg,frost,20.1404,0.4726
01187.jpg,frost,18.6756,0.2705
01208.jpg,gamma,17.9577,0.2763
01209.jpg,lee,17.0246,0.3312
01018.jpg,frost,18.6092,0.2456
01081.jpg,frost,18.0314,0.3851
01061.jpg,gamma,23.2835,0.5289
01062.jpg,lee,14.2479,0.1581
01123.jpg,gamma,21.7223,0.3908
01166.jpg,gamma,18.0173,0.3193
01124.jpg,lee,15.1106,0.3570
01167.jpg,lee,16.4358,0.2178
01209.jpg,frost,18.7762,0.3635
01102.jpg,gamma,23.6420,0.3855
01103.jpg,lee,17.3843,0.1614
01249.jpg,gamma,22.2382,0.4542
01228.jpg,gamma,20.2109,0.4093
01250.jpg,lee,15.7443,0.2458
01229.jpg,lee,15.0254,0.1065
01145.jpg,gamma,21.3161,0.4301
01146.jpg,lee,15.8648,0.0946
01062.jpg,frost,16.8515,0.2435
01040.jpg,gamma,22.1411,0.5327
01041.jpg,lee,16.5142,0.2322
01187.jpg,gamma,22.6307,0.4641
01188.jpg,lee,15.2671,0.2391
01124.jpg,frost,16.6759,0.3744
01103.jpg,frost,19.9714,0.2374
01167.jpg,frost,18.5842,0.2922
01229.jpg,frost,17.0770,0.1500
01250.jpg,frost,17.4634,0.3072
01146.jpg,frost,18.2042,0.1495
01018.jpg,gamma,21.6711,0.4455
01019.jpg,lee,17.3062,0.2937
01081.jpg,gamma,19.9472,0.4658
01082.jpg,lee,15.0728,0.2536
01041.jpg,frost,19.2954,0.3380
01188.jpg,frost,17.1533,0.3060
01209.jpg,gamma,22.6166,0.4980
01252.jpg,lee,15.5212,0.2548
01019.jpg,frost,20.1715,0.3987
01082.jpg,frost,17.3026,0.3427
01062.jpg,gamma,20.2293,0.3808
01273.jpg,lee,15.2690,0.1112
01252.jpg,frost,17.3847,0.3113
01124.jpg,gamma,18.7115,0.4577
01125.jpg,lee,14.3729,0.1862
01103.jpg,gamma,24.4291,0.4469
01167.jpg,gamma,22.9411,0.4466
01104.jpg,lee,14.2940,0.0721
01294.jpg,lee,15.0456,0.2175
01229.jpg,gamma,22.7307,0.3408
01230.jpg,lee,14.7385,0.0929
01250.jpg,gamma,20.7385,0.4220
01251.jpg,lee,18.8237,0.2863
01146.jpg,gamma,24.3567,0.3867
01315.jpg,lee,14.9617,0.2715
01273.jpg,frost,17.0580,0.1497
01041.jpg,gamma,22.4467,0.4893
01336.jpg,lee,14.2934,0.2052
01125.jpg,frost,16.2652,0.2494
01188.jpg,gamma,20.1154,0.4463
01357.jpg,lee,14.7611,0.2919
01104.jpg,frost,17.0937,0.1335
01294.jpg,frost,16.7350,0.2754
01230.jpg,frost,16.8889,0.1342
01251.jpg,frost,20.6724,0.3489
01315.jpg,frost,16.4783,0.3263
01019.jpg,gamma,23.5398,0.5351
01020.jpg,lee,17.8582,0.4335
01082.jpg,gamma,19.9993,0.4260
01083.jpg,lee,15.9237,0.2158
01336.jpg,frost,15.7018,0.2350
01357.jpg,frost,16.0880,0.3338
01252.jpg,gamma,21.3538,0.4653
01253.jpg,lee,15.5576,0.1555
01020.jpg,frost,19.7529,0.4798
01083.jpg,frost,18.4869,0.3045
01273.jpg,gamma,23.3227,0.3804
01274.jpg,lee,14.1245,0.1087
01253.jpg,frost,17.5527,0.2045
01125.jpg,gamma,19.0971,0.3525
01378.jpg,lee,14.8878,0.1387
01104.jpg,gamma,21.4072,0.3220
01399.jpg,lee,15.3465,0.2608
01294.jpg,gamma,21.0073,0.4131
01295.jpg,lee,15.6488,0.1958
01230.jpg,gamma,22.5337,0.3286
01420.jpg,lee,33.0981,0.9172
01251.jpg,gamma,24.7955,0.5509
01441.jpg,lee,35.2600,0.9235
01315.jpg,gamma,19.8346,0.3508
01316.jpg,lee,14.8140,0.1708
01274.jpg,frost,15.9414,0.1542
01336.jpg,gamma,18.9124,0.3863
01337.jpg,lee,15.3749,0.1697
01378.jpg,frost,16.3912,0.1736
01357.jpg,gamma,19.7491,0.4377
01358.jpg,lee,14.1434,0.1240
01399.jpg,frost,16.8087,0.2938
01295.jpg,frost,17.3611,0.2462
01441.jpg,frost,33.2097,0.9074
01420.jpg,frost,29.4442,0.8503
01316.jpg,frost,16.5555,0.2194
01020.jpg,gamma,20.3893,0.5487
01462.jpg,lee,33.5818,0.9362
01083.jpg,gamma,22.2236,0.3959
01483.jpg,lee,23.8949,0.5630
01337.jpg,frost,16.7361,0.2026
01358.jpg,frost,15.6106,0.1624
01253.jpg,gamma,22.5078,0.4040
01254.jpg,lee,15.7120,0.1898
01462.jpg,frost,30.4635,0.9028
01483.jpg,frost,26.4285,0.6269
01274.jpg,gamma,20.5213,0.3521
01275.jpg,lee,18.5267,0.3111
01254.jpg,frost,17.6600,0.2571
01378.jpg,gamma,21.6064,0.3443
01379.jpg,lee,15.0621,0.1199
01399.jpg,gamma,20.9862,0.4843
01295.jpg,gamma,22.1805,0.4416
01296.jpg,lee,17.3860,0.3233
01400.jpg,lee,14.0902,0.0896
01441.jpg,gamma,28.9696,0.7525
01442.jpg,lee,32.9926,0.9180
01420.jpg,gamma,26.3430,0.6863
01421.jpg,lee,33.1418,0.9347
01316.jpg,gamma,21.5705,0.3766
01317.jpg,lee,13.9511,0.1776
01275.jpg,frost,20.2623,0.3504
01337.jpg,gamma,21.7613,0.4284
01338.jpg,lee,13.2215,0.1132
01379.jpg,frost,16.5985,0.1588
01400.jpg,frost,15.7410,0.1245
01296.jpg,frost,18.9426,0.3575
01442.jpg,frost,29.7746,0.8809
01358.jpg,gamma,20.3044,0.3355
01359.jpg,lee,15.1146,0.1288
01421.jpg,frost,30.8211,0.9132
01317.jpg,frost,15.6503,0.2369
01462.jpg,gamma,26.6049,0.7662
01463.jpg,lee,29.1854,0.8978
01483.jpg,gamma,26.2721,0.6781
01484.jpg,lee,22.8648,0.6474
01338.jpg,frost,14.8813,0.1598
01359.jpg,frost,16.5061,0.1666
01254.jpg,gamma,22.6938,0.4293
01255.jpg,lee,16.6760,0.3985
01463.jpg,frost,26.5727,0.8528
01484.jpg,frost,24.5799,0.6839
01275.jpg,gamma,25.7523,0.5926
01276.jpg,lee,14.7512,0.1540
01255.jpg,frost,18.4001,0.4160
01379.jpg,gamma,22.3569,0.3904
01380.jpg,lee,14.1646,0.1435
01400.jpg,gamma,21.6291,0.2837
01296.jpg,gamma,22.7948,0.5264
01401.jpg,lee,35.1584,0.9357
01297.jpg,lee,12.7195,0.0996
01442.jpg,gamma,26.1627,0.7530
01443.jpg,lee,31.7088,0.9334
01421.jpg,gamma,26.9850,0.8012
01422.jpg,lee,34.1529,0.9353
01317.jpg,gamma,19.5435,0.3694
01318.jpg,lee,19.7717,0.2009
01276.jpg,frost,16.4878,0.1923
01338.jpg,gamma,19.0071,0.3136
01339.jpg,lee,14.3070,0.1991
01380.jpg,frost,15.5597,0.1839
01401.jpg,frost,31.7122,0.9039
01297.jpg,frost,14.5098,0.1454
01443.jpg,frost,29.2911,0.8987
01422.jpg,frost,31.0445,0.9055
01359.jpg,gamma,22.1000,0.3690
01360.jpg,lee,14.8197,0.1797
01318.jpg,frost,21.5103,0.2325
01463.jpg,gamma,23.0322,0.6694
01464.jpg,lee,34.3760,0.9448
01484.jpg,gamma,23.1799,0.6305
01485.jpg,lee,22.6492,0.4092
01339.jpg,frost,15.8207,0.2442
01360.jpg,frost,16.3268,0.2139
01255.jpg,gamma,20.9512,0.5266
01256.jpg,lee,16.6509,0.2462
01464.jpg,frost,31.6664,0.9227
01485.jpg,frost,25.9462,0.5373
01276.jpg,gamma,21.5045,0.3522
01277.jpg,lee,14.6941,0.1589
01256.jpg,frost,18.5464,0.3012
01380.jpg,gamma,19.8053,0.3260
01381.jpg,lee,14.9670,0.1657
01401.jpg,gamma,27.9000,0.7787
01402.jpg,lee,34.9298,0.9318
01297.jpg,gamma,17.6871,0.2707
01298.jpg,lee,14.5660,0.1604
01443.jpg,gamma,25.0484,0.7115
01444.jpg,lee,34.6176,0.9406
01422.jpg,gamma,26.9659,0.7627
01423.jpg,lee,34.0099,0.9074
01318.jpg,gamma,28.1834,0.6182
01319.jpg,lee,13.0639,0.0839
01277.jpg,frost,16.3396,0.2075
01339.jpg,gamma,20.4349,0.3592
01340.jpg,lee,15.6051,0.2488
01381.jpg,frost,16.2726,0.1978
01402.jpg,frost,33.2200,0.9171
01298.jpg,frost,16.3252,0.2144
01444.jpg,frost,30.4238,0.8945
01423.jpg,frost,31.7099,0.8765
01360.jpg,gamma,20.9616,0.4025
01361.jpg,lee,16.2175,0.2188
01319.jpg,frost,14.8568,0.1272
01464.jpg,gamma,27.4934,0.8063
01465.jpg,lee,33.5344,0.9361
01485.jpg,gamma,26.9823,0.6115
01486.jpg,lee,26.5041,0.5841
01340.jpg,frost,17.0195,0.2872
01256.jpg,gamma,22.9732,0.4848
01257.jpg,lee,14.0840,0.1791
01361.jpg,frost,17.6272,0.2409
01465.jpg,frost,30.9790,0.9017
01486.jpg,frost,30.2086,0.6890
01277.jpg,gamma,20.8534,0.3906
01278.jpg,lee,14.7123,0.1944
01257.jpg,frost,15.9170,0.2435
01381.jpg,gamma,20.5026,0.3870
01382.jpg,lee,14.0678,0.1044
01402.jpg,gamma,28.9983,0.7936
01403.jpg,lee,30.7806,0.8959
01444.jpg,gamma,26.7800,0.7436
01445.jpg,lee,29.5662,0.9220
01298.jpg,gamma,21.1644,0.4247
01299.jpg,lee,14.0571,0.1698
01423.jpg,gamma,28.0970,0.7243
01424.jpg,lee,32.0482,0.9130
01319.jpg,gamma,18.4445,0.2744
01320.jpg,lee,15.0987,0.2287
01278.jpg,frost,16.3426,0.2440
01340.jpg,gamma,21.8264,0.4203
01341.jpg,lee,12.9663,0.1348
01382.jpg,frost,15.6365,0.1427
01403.jpg,frost,28.3302,0.8507
01445.jpg,frost,27.0299,0.8770
01299.jpg,frost,15.8238,0.2258
01424.jpg,frost,29.4303,0.8742
01320.jpg,frost,16.7441,0.2674
01361.jpg,gamma,22.8486,0.5057
01362.jpg,lee,13.6165,0.0847
01465.jpg,gamma,27.0647,0.7472
01466.jpg,lee,35.0988,0.9338
01486.jpg,gamma,31.8181,0.8181
01487.jpg,lee,25.3563,0.6525
01341.jpg,frost,14.3494,0.1807
01257.jpg,gamma,19.1589,0.3584
01258.jpg,lee,14.7457,0.2649
01362.jpg,frost,15.3490,0.1228
01466.jpg,frost,32.1279,0.9050
01487.jpg,frost,27.4719,0.7148
01278.jpg,gamma,20.6520,0.3827
01279.jpg,lee,16.7374,0.2832
01258.jpg,frost,16.2660,0.3098
01382.jpg,gamma,20.7988,0.3325
01383.jpg,lee,14.0540,0.2550
01403.jpg,gamma,24.8773,0.6833
01404.jpg,lee,31.2474,0.9245
01445.jpg,gamma,22.8274,0.6581
01446.jpg,lee,31.6987,0.8740
01299.jpg,gamma,20.0905,0.3539
01300.jpg,lee,14.6856,0.0693
01424.jpg,gamma,25.7779,0.7253
01425.jpg,lee,34.9576,0.9488
01320.jpg,gamma,21.0537,0.4144
01321.jpg,lee,13.6617,0.1735
01279.jpg,frost,18.3319,0.3082
01341.jpg,gamma,17.5242,0.3278
01342.jpg,lee,14.2628,0.0960
01383.jpg,frost,15.4094,0.2967
01404.jpg,frost,28.9903,0.8998
01446.jpg,frost,29.9421,0.8429
01300.jpg,frost,16.5577,0.1041
01425.jpg,frost,32.5445,0.9297
01321.jpg,frost,15.2614,0.2295
01362.jpg,gamma,20.1690,0.2899
01363.jpg,lee,15.2338,0.1543
01466.jpg,gamma,28.1923,0.7827
01467.jpg,lee,34.9729,0.9479
01487.jpg,gamma,25.7016,0.6778
01488.jpg,lee,26.9790,0.7030
01342.jpg,frost,15.8208,0.1329
01258.jpg,gamma,18.6753,0.4678
01259.jpg,lee,14.8944,0.3743
01363.jpg,frost,16.7200,0.1800
01467.jpg,frost,32.4002,0.9275
01488.jpg,frost,28.9569,0.7646
01279.jpg,gamma,23.0389,0.4984
01280.jpg,lee,14.0385,0.0779
01259.jpg,frost,16.3263,0.4166
01383.jpg,gamma,18.6107,0.4046
01384.jpg,lee,14.0406,0.1151
01404.jpg,gamma,24.9668,0.7642
01446.jpg,gamma,26.5315,0.6642
01405.jpg,lee,38.2913,0.9604
01447.jpg,lee,30.6689,0.9248
01300.jpg,gamma,23.0337,0.3274
01301.jpg,lee,14.3086,0.0819
01425.jpg,gamma,27.8935,0.7946
01426.jpg,lee,38.7109,0.9600
01321.jpg,gamma,18.4964,0.3737
01322.jpg,lee,14.4726,0.1330
01280.jpg,frost,15.9195,0.1154
01342.jpg,gamma,21.4254,0.3154
01343.jpg,lee,13.9682,0.1803
01384.jpg,frost,15.6502,0.1584
01405.jpg,frost,34.8468,0.9411
01447.jpg,frost,28.3637,0.8953
01426.jpg,frost,36.3783,0.9494
01301.jpg,frost,16.2918,0.1225
01322.jpg,frost,16.2086,0.1809
01363.jpg,gamma,22.2622,0.3929
01364.jpg,lee,16.0979,0.2639
01467.jpg,gamma,27.7999,0.7875
01468.jpg,lee,36.1549,0.9409
01488.jpg,gamma,27.0497,0.7103
01489.jpg,lee,26.4753,0.5829
01343.jpg,frost,15.3213,0.2160
01259.jpg,gamma,18.1015,0.4524
01260.jpg,lee,14.4781,0.1469
01364.jpg,frost,17.4583,0.3061
01468.jpg,frost,33.0935,0.9229
01489.jpg,frost,29.5252,0.6973
01280.jpg,gamma,21.0700,0.3311
01281.jpg,lee,13.4984,0.2566
01260.jpg,frost,16.5304,0.2067
01384.jpg,gamma,20.7152,0.3305
01385.jpg,lee,19.5423,0.2369
01405.jpg,gamma,30.5317,0.8448
01406.jpg,lee,32.5846,0.9193
01447.jpg,gamma,24.0343,0.7271
01448.jpg,lee,33.0825,0.9380
01301.jpg,gamma,22.3499,0.3223
01426.jpg,gamma,31.9619,0.8594
01302.jpg,lee,10.6913,0.0643
01427.jpg,lee,33.5924,0.9401
01322.jpg,gamma,21.1985,0.3756
01323.jpg,lee,14.4114,0.1738
01281.jpg,frost,14.9824,0.2951
01343.jpg,gamma,18.8453,0.3717
01344.jpg,lee,13.7752,0.1349
01385.jpg,frost,21.0184,0.2762
01406.jpg,frost,29.8990,0.8816
01448.jpg,frost,30.7402,0.9200
01427.jpg,frost,31.1664,0.9152
01302.jpg,frost,11.9217,0.1086
01323.jpg,frost,16.1562,0.2304
01364.jpg,gamma,22.4117,0.4865
01365.jpg,lee,15.7327,0.2101
01468.jpg,gamma,28.9854,0.8151
01469.jpg,lee,30.2471,0.9170
01489.jpg,gamma,29.7041,0.7382
01490.jpg,lee,25.9268,0.6180
01344.jpg,frost,15.4309,0.1745
01260.jpg,gamma,20.9545,0.3451
01261.jpg,lee,13.2890,0.1016
01365.jpg,frost,17.0909,0.2440
01469.jpg,frost,27.6438,0.8874
01490.jpg,frost,29.0300,0.6980
01281.jpg,gamma,17.7001,0.4053
01282.jpg,lee,14.6885,0.1930
01261.jpg,frost,14.9819,0.1472
01385.jpg,gamma,27.0276,0.6012
01406.jpg,gamma,25.9843,0.7136
01386.jpg,lee,13.7431,0.2999
01407.jpg,lee,35.3756,0.9520
01448.jpg,gamma,26.2824,0.7972
01449.jpg,lee,33.3058,0.9365
01302.jpg,gamma,13.3639,0.2315
01303.jpg,lee,15.7488,0.1368
01427.jpg,gamma,26.6096,0.7587
01428.jpg,lee,33.6957,0.9427
01323.jpg,gamma,20.6621,0.3976
01324.jpg,lee,15.2329,0.2364
01282.jpg,frost,16.5232,0.2356
01344.jpg,gamma,20.0697,0.3242
01345.jpg,lee,14.9488,0.1112
01407.jpg,frost,33.1229,0.9421
01386.jpg,frost,14.9718,0.3445
01449.jpg,frost,30.3377,0.9069
01428.jpg,frost,30.5655,0.9082
01303.jpg,frost,17.4346,0.1826
01324.jpg,frost,16.8685,0.2780
01365.jpg,gamma,21.8476,0.4530
01366.jpg,lee,13.6087,0.1430
01469.jpg,gamma,23.5077,0.7183
01470.jpg,lee,39.1495,0.9616
01490.jpg,gamma,29.1631,0.7385
01491.jpg,lee,22.8114,0.5429
01345.jpg,frost,16.4160,0.1443
01261.jpg,gamma,18.4965,0.2954
01262.jpg,lee,14.1663,0.1388
01366.jpg,frost,15.0131,0.1852
01470.jpg,frost,37.8833,0.9551
01491.jpg,frost,24.9580,0.6299
01282.jpg,gamma,21.2519,0.3524
01283.jpg,lee,13.8980,0.1313
01262.jpg,frost,15.9019,0.1908
01407.jpg,gamma,28.5872,0.8448
01408.jpg,lee,35.2534,0.9477
01386.jpg,gamma,17.6413,0.4692
01449.jpg,gamma,25.9941,0.7507
01387.jpg,lee,16.5360,0.3767
01450.jpg,lee,36.2608,0.9599
01428.jpg,gamma,26.3230,0.7551
01429.jpg,lee,35.8950,0.9369
01303.jpg,gamma,23.4046,0.3927
01304.jpg,lee,13.5667,0.0862
01324.jpg,gamma,21.2046,0.4127
01325.jpg,lee,15.0424,0.1931
01283.jpg,frost,15.6520,0.1824
01345.jpg,gamma,21.9496,0.3709
01346.jpg,lee,14.4847,0.1247
01408.jpg,frost,32.8462,0.9260
01387.jpg,frost,17.9673,0.3868
01450.jpg,frost,33.6052,0.9500
01429.jpg,frost,33.2168,0.9145
01304.jpg,frost,15.3496,0.1278
01325.jpg,frost,16.6536,0.2487
01366.jpg,gamma,18.5040,0.3430
01367.jpg,lee,13.6781,0.1566
01470.jpg,gamma,32.6550,0.8524
01471.jpg,lee,24.2019,0.5960
01491.jpg,gamma,24.1740,0.6607
01492.jpg,lee,25.0488,0.7675
01346.jpg,frost,15.9529,0.1587
01262.jpg,gamma,20.4986,0.3511
01263.jpg,lee,15.1470,0.1543
01367.jpg,frost,15.1943,0.2030
01471.jpg,frost,26.5678,0.6733
01492.jpg,frost,26.7062,0.8007
01283.jpg,gamma,19.8186,0.3621
01284.jpg,lee,14.4719,0.1853
01263.jpg,frost,16.8019,0.1929
01408.jpg,gamma,28.4349,0.7930
01409.jpg,lee,34.8919,0.9501
01450.jpg,gamma,29.2506,0.8745
01387.jpg,gamma,21.2874,0.5140
01451.jpg,lee,33.4004,0.9321
01388.jpg,lee,15.5110,0.2281
01429.jpg,gamma,29.3650,0.8022
01304.jpg,gamma,19.5068,0.2950
01430.jpg,lee,31.0759,0.9242
01305.jpg,lee,15.9903,0.2749
01325.jpg,gamma,21.1339,0.4317
01326.jpg,lee,14.2680,0.1267
01284.jpg,frost,16.0801,0.2353
01346.jpg,gamma,21.0003,0.3283
01347.jpg,lee,13.6193,0.0934
01388.jpg,frost,16.8730,0.2684
01409.jpg,frost,31.0452,0.9328
01451.jpg,frost,29.0609,0.8747
01430.jpg,frost,28.5800,0.8913
01305.jpg,frost,17.5994,0.3141
01326.jpg,frost,16.0684,0.1747
01367.jpg,gamma,19.3929,0.3710
01368.jpg,lee,15.6415,0.2113
01471.jpg,gamma,25.6319,0.6656
01472.jpg,lee,23.9538,0.5959
01492.jpg,gamma,24.6391,0.7075
01493.jpg,lee,25.3072,0.6002
01347.jpg,frost,15.2129,0.1330
01263.jpg,gamma,21.5118,0.3687
01264.jpg,lee,14.3947,0.0932
01368.jpg,frost,17.0508,0.2516
01472.jpg,frost,26.4273,0.6831
01493.jpg,frost,27.1729,0.6621
01284.jpg,gamma,20.0785,0.3733
01285.jpg,lee,16.7000,0.2521
01264.jpg,frost,16.3055,0.1417
01409.jpg,gamma,26.7770,0.8326
01388.jpg,gamma,21.6901,0.4584
01410.jpg,lee,28.4968,0.8895
01389.jpg,lee,12.6591,0.1042
01451.jpg,gamma,26.5270,0.7502
01452.jpg,lee,30.6184,0.9203
01430.jpg,gamma,24.3957,0.7262
01431.jpg,lee,33.1856,0.9449
01305.jpg,gamma,21.8642,0.4616
01306.jpg,lee,14.7151,0.2141
01326.jpg,gamma,21.2357,0.2943
01327.jpg,lee,13.5959,0.0509
